base,qualification_pool,start_day,end_day,num_legs,duty_min,block_min,deadhead_min,overnight_station,hotel_nights,hotel_key,hotel_day,preference_penalty,expected_delay_risk,cost,risk_S0_nominal,risk_S1_weather_NE,risk_S2_weather_SE,risk_S3_ATC_MW,risk_S4_west_coast,pairing_id,pairing_type
JFK,BOTH,1,1,1,319,144,100,,0,,0,0,0.0,2825.85,0.0,0.0,0.0,0.0,0.0,P00320,recovery_single
ATL,RJ,1,1,1,269,115,79,MCO,1,MCO_D1,1,79,0.0,2870.5,0.0,0.0,0.0,0.0,0.0,P00025,recovery_single
ATL,BOTH,1,1,1,269,115,79,MCO,1,MCO_D1,1,79,0.0,2870.5,0.0,0.0,0.0,0.0,0.0,P00026,recovery_single
JFK,NB,1,1,1,272,115,82,CLT,1,CLT_D1,1,66,0.0,2874.75,0.0,0.0,0.0,0.0,0.0,P00063,recovery_single
JFK,BOTH,1,1,1,272,115,82,CLT,1,CLT_D1,1,66,0.0,2874.75,0.0,0.0,0.0,0.0,0.0,P00064,recovery_single
JFK,NB,1,1,1,323,130,118,,0,,0,0,0.0,2881.75,0.0,0.0,0.0,0.0,0.0,P00351,recovery_single
JFK,BOTH,1,1,1,323,130,118,,0,,0,0,0.0,2881.75,0.0,0.0,0.0,0.0,0.0,P00352,recovery_single
DFW,NB,1,1,1,331,115,141,,0,,0,0,0.0,2963.0,0.0,0.0,0.0,0.0,0.0,P00235,recovery_single
DFW,BOTH,1,1,1,331,115,141,,0,,0,0,0.0,2963.0,0.0,0.0,0.0,0.0,0.0,P00236,recovery_single
JFK,NB,1,1,1,349,148,126,,0,,0,0,0.0,2988.95,0.0,0.0,0.0,0.0,0.0,P00127,recovery_single
JFK,BOTH,1,1,1,349,148,126,,0,,0,0,0.0,2988.95,0.0,0.0,0.0,0.0,0.0,P00128,recovery_single
JFK,NB,1,1,1,285,94,116,RDU,1,RDU_D1,1,66,0.0,2998.85,0.0,0.0,0.0,0.0,0.0,P00191,recovery_single
JFK,BOTH,1,1,1,285,94,116,RDU,1,RDU_D1,1,66,0.0,2998.85,0.0,0.0,0.0,0.0,0.0,P00192,recovery_single
JFK,NB,1,1,1,324,58,191,,0,,1,0,0.0,3056.7,0.0,0.0,0.0,0.0,0.0,P00303,recovery_single
JFK,BOTH,1,1,1,324,58,191,,0,,1,0,0.0,3056.7,0.0,0.0,0.0,0.0,0.0,P00304,recovery_single
JFK,NB,2,2,1,328,62,191,,0,,2,0,0.0,3070.3,0.0,0.0,0.0,0.0,0.0,P00759,recovery_single
JFK,BOTH,2,2,1,328,62,191,,0,,2,0,0.0,3070.3,0.0,0.0,0.0,0.0,0.0,P00760,recovery_single
JFK,RJ,1,1,1,323,45,203,,0,,1,0,0.0,3081.5,0.0,0.0,0.0,0.0,0.0,P00327,recovery_single
JFK,BOTH,1,1,1,323,45,203,,0,,1,0,0.0,3081.5,0.0,0.0,0.0,0.0,0.0,P00328,recovery_single
JFK,NB,1,1,1,339,71,193,,0,,1,0,0.0,3112.4,0.0,0.0,0.0,0.0,0.0,P00111,recovery_single
JFK,BOTH,1,1,1,339,71,193,,0,,1,0,0.0,3112.4,0.0,0.0,0.0,0.0,0.0,P00112,recovery_single
JFK,NB,2,2,1,331,48,208,,0,,2,0,0.0,3120.45,0.0,0.0,0.0,0.0,0.0,P00727,recovery_single
JFK,BOTH,2,2,1,331,48,208,,0,,2,0,0.0,3120.45,0.0,0.0,0.0,0.0,0.0,P00728,recovery_single
DFW,NB,2,2,1,380,164,141,,0,,0,0,0.0,3129.6,0.0,0.0,0.0,0.0,0.0,P00683,recovery_single
DFW,BOTH,2,2,1,380,164,141,,0,,0,0,0.0,3129.6,0.0,0.0,0.0,0.0,0.0,P00684,recovery_single
ORD,NB,2,2,1,350,79,196,,0,,2,0,0.0,3156.85,0.0,0.0,0.0,0.0,0.0,P00637,recovery_single
ORD,BOTH,2,2,1,350,79,196,,0,,2,0,0.0,3156.85,0.0,0.0,0.0,0.0,0.0,P00638,recovery_single
ATL,NB,2,2,1,338,45,218,,0,,2,0,0.0,3167.75,0.0,0.0,0.0,0.0,0.0,P00689,recovery_single
ATL,BOTH,2,2,1,338,45,218,,0,,2,0,0.0,3167.75,0.0,0.0,0.0,0.0,0.0,P00690,recovery_single
JFK,NB,1,1,1,364,108,181,,0,,1,0,0.0,3169.2,0.0,0.0,0.0,0.0,0.0,P00103,recovery_single
JFK,BOTH,1,1,1,364,108,181,,0,,1,0,0.0,3169.2,0.0,0.0,0.0,0.0,0.0,P00104,recovery_single
ATL,NB,1,1,1,340,47,218,,0,,1,0,0.0,3174.55,0.0,0.0,0.0,0.0,0.0,P00425,recovery_single
ATL,BOTH,1,1,1,340,47,218,,0,,1,0,0.0,3174.55,0.0,0.0,0.0,0.0,0.0,P00426,recovery_single
JFK,NB,1,1,1,345,59,211,,0,,1,0,0.0,3175.1,0.0,0.0,0.0,0.0,0.0,P00487,recovery_single
JFK,BOTH,1,1,1,345,59,211,,0,,1,0,0.0,3175.1,0.0,0.0,0.0,0.0,0.0,P00488,recovery_single
JFK,RJ,1,1,1,348,65,208,,0,,1,0,0.0,3178.25,0.0,0.0,0.0,0.0,0.0,P00143,recovery_single
JFK,BOTH,1,1,1,348,65,208,,0,,1,0,0.0,3178.25,0.0,0.0,0.0,0.0,0.0,P00144,recovery_single
JFK,NB,2,2,1,341,47,219,,0,,2,0,0.0,3180.3,0.0,0.0,0.0,0.0,0.0,P00767,recovery_single
JFK,BOTH,2,2,1,341,47,219,,0,,2,0,0.0,3180.3,0.0,0.0,0.0,0.0,0.0,P00768,recovery_single
JFK,NB,2,2,1,345,53,217,,0,,2,0,0.0,3189.2,0.0,0.0,0.0,0.0,0.0,P00663,recovery_single
JFK,BOTH,2,2,1,345,53,217,,0,,2,0,0.0,3189.2,0.0,0.0,0.0,0.0,0.0,P00664,recovery_single
DFW,NB,2,2,1,320,104,141,MCI,1,MCI_D2,2,79,0.0,3189.6,0.0,0.0,0.0,0.0,0.0,P00563,recovery_single
DFW,BOTH,2,2,1,320,104,141,MCI,1,MCI_D2,2,79,0.0,3189.6,0.0,0.0,0.0,0.0,0.0,P00564,recovery_single
JFK,RJ,1,1,1,356,73,208,,0,,1,0,0.0,3205.45,0.0,0.0,0.0,0.0,0.0,P00455,recovery_single
JFK,BOTH,1,1,1,356,73,208,,0,,1,0,0.0,3205.45,0.0,0.0,0.0,0.0,0.0,P00456,recovery_single
JFK,NB,1,1,1,352,62,215,,0,,1,0,0.0,3208.3,0.0,0.0,0.0,0.0,0.0,P00495,recovery_single
JFK,BOTH,1,1,1,352,62,215,,0,,1,0,0.0,3208.3,0.0,0.0,0.0,0.0,0.0,P00496,recovery_single
JFK,NB,2,2,1,354,64,215,,0,,2,0,0.0,3215.1,0.0,0.0,0.0,0.0,0.0,P00743,recovery_single
JFK,BOTH,2,2,1,354,64,215,,0,,2,0,0.0,3215.1,0.0,0.0,0.0,0.0,0.0,P00744,recovery_single
ORD,NB,1,1,1,357,71,211,,0,,1,0,0.0,3215.9,0.0,0.0,0.0,0.0,0.0,P00109,recovery_single
ORD,BOTH,1,1,1,357,71,211,,0,,1,0,0.0,3215.9,0.0,0.0,0.0,0.0,0.0,P00110,recovery_single
ORD,NB,1,1,1,353,59,219,,0,,1,0,0.0,3221.1,0.0,0.0,0.0,0.0,0.0,P00485,recovery_single
ORD,BOTH,1,1,1,353,59,219,,0,,1,0,0.0,3221.1,0.0,0.0,0.0,0.0,0.0,P00486,recovery_single
ORD,NB,1,1,1,376,115,186,,0,,1,0,0.0,3221.75,0.0,0.0,0.0,0.0,0.0,P00237,recovery_single
ORD,BOTH,1,1,1,376,115,186,,0,,1,0,0.0,3221.75,0.0,0.0,0.0,0.0,0.0,P00238,recovery_single
JFK,NB,1,1,1,357,63,219,,0,,1,0,0.0,3234.7,0.0,0.0,0.0,0.0,0.0,P00247,recovery_single
JFK,BOTH,1,1,1,357,63,219,,0,,1,0,0.0,3234.7,0.0,0.0,0.0,0.0,0.0,P00248,recovery_single
ORD,RJ,1,1,1,373,102,196,,0,,1,0,0.0,3235.05,0.0,0.0,0.0,0.0,0.0,P00341,recovery_single
ORD,BOTH,1,1,1,373,102,196,,0,,1,0,0.0,3235.05,0.0,0.0,0.0,0.0,0.0,P00342,recovery_single
ATL,NB,1,1,1,359,65,219,,0,,1,0,0.0,3241.5,0.0,0.0,0.0,0.0,0.0,P00145,recovery_single
ATL,BOTH,1,1,1,359,65,219,,0,,1,0,0.0,3241.5,0.0,0.0,0.0,0.0,0.0,P00146,recovery_single
ATL,NB,1,1,1,357,59,223,,0,,1,0,0.0,3244.1,0.0,0.0,0.0,0.0,0.0,P00369,recovery_single
ATL,BOTH,1,1,1,357,59,223,,0,,1,0,0.0,3244.1,0.0,0.0,0.0,0.0,0.0,P00370,recovery_single
ATL,NB,1,1,1,318,67,176,PHL,1,PHL_D1,1,61,0.0,3247.05,0.0,0.0,0.0,0.0,0.0,P00441,recovery_single
ATL,BOTH,1,1,1,318,67,176,PHL,1,PHL_D1,1,61,0.0,3247.05,0.0,0.0,0.0,0.0,0.0,P00442,recovery_single
JFK,NB,1,1,1,341,125,141,MIA,1,MIA_D1,1,66,0.0,3248.0,0.0,0.0,0.0,0.0,0.0,P00231,recovery_single
JFK,BOTH,1,1,1,341,125,141,MIA,1,MIA_D1,1,66,0.0,3248.0,0.0,0.0,0.0,0.0,0.0,P00232,recovery_single
ATL,RJ,1,1,1,352,45,232,,0,,1,0,0.0,3248.25,0.0,0.0,0.0,0.0,0.0,P00321,recovery_single
ATL,BOTH,1,1,1,352,45,232,,0,,1,0,0.0,3248.25,0.0,0.0,0.0,0.0,0.0,P00322,recovery_single
ATL,NB,1,1,1,393,144,174,,0,,1,0,0.0,3251.35,0.0,0.0,0.0,0.0,0.0,P00313,recovery_single
ATL,BOTH,1,1,1,393,144,174,,0,,1,0,0.0,3251.35,0.0,0.0,0.0,0.0,0.0,P00314,recovery_single
JFK,NB,1,1,1,361,65,221,,0,,1,0,0.0,3253.0,0.0,0.0,0.0,0.0,0.0,P00151,recovery_single
JFK,BOTH,1,1,1,361,65,221,,0,,1,0,0.0,3253.0,0.0,0.0,0.0,0.0,0.0,P00152,recovery_single
ORD,RJ,1,1,1,353,45,233,,0,,1,0,0.0,3254.0,0.0,0.0,0.0,0.0,0.0,P00117,recovery_single
ORD,BOTH,1,1,1,353,45,233,,0,,1,0,0.0,3254.0,0.0,0.0,0.0,0.0,0.0,P00118,recovery_single
JFK,RJ,1,1,1,373,92,206,,0,,1,0,0.0,3258.55,0.0,0.0,0.0,0.0,0.0,P00135,recovery_single
JFK,BOTH,1,1,1,373,92,206,,0,,1,0,0.0,3258.55,0.0,0.0,0.0,0.0,0.0,P00136,recovery_single
JFK,NB,2,2,1,378,100,203,,0,,2,0,0.0,3268.5,0.0,0.0,0.0,0.0,0.0,P00679,recovery_single
JFK,BOTH,2,2,1,378,100,203,,0,,2,0,0.0,3268.5,0.0,0.0,0.0,0.0,0.0,P00680,recovery_single
ATL,NB,1,1,1,323,77,171,FLL,1,FLL_D1,1,79,0.0,3270.3,0.0,0.0,0.0,0.0,0.0,P00009,recovery_single
ATL,BOTH,1,1,1,323,77,171,FLL,1,FLL_D1,1,79,0.0,3270.3,0.0,0.0,0.0,0.0,0.0,P00010,recovery_single
ORD,NB,1,1,1,362,58,229,,0,,1,0,0.0,3275.2,0.0,0.0,0.0,0.0,0.0,P00301,recovery_single
ORD,BOTH,1,1,1,362,58,229,,0,,1,0,0.0,3275.2,0.0,0.0,0.0,0.0,0.0,P00302,recovery_single
ATL,NB,1,1,1,364,62,227,,0,,1,0,0.0,3277.3,0.0,0.0,0.0,0.0,0.0,P00489,recovery_single
ATL,BOTH,1,1,1,364,62,227,,0,,1,0,0.0,3277.3,0.0,0.0,0.0,0.0,0.0,P00490,recovery_single
JFK,NB,1,1,1,371,79,217,,0,,1,0,0.0,3277.6,0.0,0.0,0.0,0.0,0.0,P00439,recovery_single
JFK,BOTH,1,1,1,371,79,217,,0,,1,0,0.0,3277.6,0.0,0.0,0.0,0.0,0.0,P00440,recovery_single
DFW,NB,1,1,1,351,135,141,MCI,1,MCI_D1,1,67,0.0,3283.0,0.0,0.0,0.0,0.0,0.0,P00067,recovery_single
DFW,BOTH,1,1,1,351,135,141,MCI,1,MCI_D1,1,67,0.0,3283.0,0.0,0.0,0.0,0.0,0.0,P00068,recovery_single
JFK,NB,2,2,1,372,79,218,,0,,2,0,0.0,3283.35,0.0,0.0,0.0,0.0,0.0,P00639,recovery_single
JFK,BOTH,2,2,1,372,79,218,,0,,2,0,0.0,3283.35,0.0,0.0,0.0,0.0,0.0,P00640,recovery_single
ATL,NB,2,2,1,366,64,227,,0,,2,0,0.0,3284.1,0.0,0.0,0.0,0.0,0.0,P00737,recovery_single
ATL,BOTH,2,2,1,366,64,227,,0,,2,0,0.0,3284.1,0.0,0.0,0.0,0.0,0.0,P00738,recovery_single
ORD,NB,2,2,1,359,45,239,,0,,2,0,0.0,3288.5,0.0,0.0,0.0,0.0,0.0,P00693,recovery_single
ORD,BOTH,2,2,1,359,45,239,,0,,2,0,0.0,3288.5,0.0,0.0,0.0,0.0,0.0,P00694,recovery_single
ORD,NB,2,2,1,366,62,229,,0,,2,0,0.0,3288.8,0.0,0.0,0.0,0.0,0.0,P00757,recovery_single
ORD,BOTH,2,2,1,366,62,229,,0,,2,0,0.0,3288.8,0.0,0.0,0.0,0.0,0.0,P00758,recovery_single
JFK,NB,1,1,1,365,59,231,,0,,1,0,0.0,3290.1,0.0,0.0,0.0,0.0,0.0,P00375,recovery_single
JFK,BOTH,1,1,1,365,59,231,,0,,1,0,0.0,3290.1,0.0,0.0,0.0,0.0,0.0,P00376,recovery_single
ORD,NB,1,1,1,361,47,239,,0,,1,0,0.0,3295.3,0.0,0.0,0.0,0.0,0.0,P00429,recovery_single
ORD,BOTH,1,1,1,361,47,239,,0,,1,0,0.0,3295.3,0.0,0.0,0.0,0.0,0.0,P00430,recovery_single
ATL,NB,2,2,1,373,75,223,,0,,2,0,0.0,3298.5,0.0,0.0,0.0,0.0,0.0,P00665,recovery_single
ATL,BOTH,2,2,1,373,75,223,,0,,2,0,0.0,3298.5,0.0,0.0,0.0,0.0,0.0,P00666,recovery_single
ATL,NB,1,1,1,403,148,180,,0,,1,0,0.0,3299.45,0.0,0.0,0.0,0.0,0.0,P00121,recovery_single
ATL,BOTH,1,1,1,403,148,180,,0,,1,0,0.0,3299.45,0.0,0.0,0.0,0.0,0.0,P00122,recovery_single
ATL,NB,1,1,1,338,94,169,RDU,1,RDU_D1,1,79,0.0,3316.6,0.0,0.0,0.0,0.0,0.0,P00185,recovery_single
ATL,BOTH,1,1,1,338,94,169,RDU,1,RDU_D1,1,79,0.0,3316.6,0.0,0.0,0.0,0.0,0.0,P00186,recovery_single
ATL,NB,2,2,1,343,99,169,CLT,1,CLT_D2,2,64,0.0,3318.6,0.0,0.0,0.0,0.0,0.0,P00593,recovery_single
ATL,BOTH,2,2,1,343,99,169,CLT,1,CLT_D2,2,64,0.0,3318.6,0.0,0.0,0.0,0.0,0.0,P00594,recovery_single
ATL,NB,2,2,1,366,48,243,,0,,2,0,0.0,3321.7,0.0,0.0,0.0,0.0,0.0,P00721,recovery_single
ATL,BOTH,2,2,1,366,48,243,,0,,2,0,0.0,3321.7,0.0,0.0,0.0,0.0,0.0,P00722,recovery_single
ORD,NB,1,1,1,365,45,245,,0,,1,0,0.0,3323.0,0.0,0.0,0.0,0.0,0.0,P00477,recovery_single
ORD,BOTH,1,1,1,365,45,245,,0,,1,0,0.0,3323.0,0.0,0.0,0.0,0.0,0.0,P00478,recovery_single
ORD,NB,2,2,1,366,47,244,,0,,2,0,0.0,3324.05,0.0,0.0,0.0,0.0,0.0,P00765,recovery_single
ORD,BOTH,2,2,1,366,47,244,,0,,2,0,0.0,3324.05,0.0,0.0,0.0,0.0,0.0,P00766,recovery_single
ATL,RJ,1,1,1,327,52,200,DCA,1,DCA_D1,1,61,0.0,3334.05,0.0,0.0,0.0,0.0,0.0,P00033,recovery_single
ATL,BOTH,1,1,1,327,52,200,DCA,1,DCA_D1,1,61,0.0,3334.05,0.0,0.0,0.0,0.0,0.0,P00034,recovery_single
ATL,NB,2,2,1,395,113,207,,0,,2,0,0.0,3335.7,0.0,0.0,0.0,0.0,0.0,P00769,recovery_single
ATL,BOTH,2,2,1,395,113,207,,0,,2,0,0.0,3335.7,0.0,0.0,0.0,0.0,0.0,P00770,recovery_single
ATL,NB,1,1,1,402,130,197,,0,,1,0,0.0,3336.0,0.0,0.0,0.0,0.0,0.0,P00345,recovery_single
ATL,BOTH,1,1,1,402,130,197,,0,,1,0,0.0,3336.0,0.0,0.0,0.0,0.0,0.0,P00346,recovery_single
ORD,NB,2,2,1,384,85,224,,0,,2,0,0.0,3338.25,0.0,0.0,0.0,0.0,0.0,P00613,recovery_single
ORD,BOTH,2,2,1,384,85,224,,0,,2,0,0.0,3338.25,0.0,0.0,0.0,0.0,0.0,P00614,recovery_single
ORD,NB,1,1,1,377,67,235,,0,,1,0,0.0,3340.3,0.0,0.0,0.0,0.0,0.0,P00253,recovery_single
ORD,BOTH,1,1,1,377,67,235,,0,,1,0,0.0,3340.3,0.0,0.0,0.0,0.0,0.0,P00254,recovery_single
JFK,NB,2,2,1,381,75,231,,0,,2,0,0.0,3344.5,0.0,0.0,0.0,0.0,0.0,P00671,recovery_single
JFK,BOTH,2,2,1,381,75,231,,0,,2,0,0.0,3344.5,0.0,0.0,0.0,0.0,0.0,P00672,recovery_single
ORD,NB,1,1,1,396,108,213,,0,,1,0,0.0,3353.2,0.0,0.0,0.0,0.0,0.0,P00101,recovery_single
ORD,BOTH,1,1,1,396,108,213,,0,,1,0,0.0,3353.2,0.0,0.0,0.0,0.0,0.0,P00102,recovery_single
ATL,NB,1,1,1,401,119,207,,0,,1,0,0.0,3356.1,0.0,0.0,0.0,0.0,0.0,P00193,recovery_single
ATL,BOTH,1,1,1,401,119,207,,0,,1,0,0.0,3356.1,0.0,0.0,0.0,0.0,0.0,P00194,recovery_single
JFK,RJ,1,1,1,395,102,218,,0,,1,0,0.0,3361.55,0.0,0.0,0.0,0.0,0.0,P00343,recovery_single
JFK,BOTH,1,1,1,395,102,218,,0,,1,0,0.0,3361.55,0.0,0.0,0.0,0.0,0.0,P00344,recovery_single
JFK,NB,2,2,1,335,45,215,MCI,1,MCI_D2,2,28,0.0,3363.5,0.0,0.0,0.0,0.0,0.0,P00647,recovery_single
JFK,BOTH,2,2,1,335,45,215,MCI,1,MCI_D2,2,28,0.0,3363.5,0.0,0.0,0.0,0.0,0.0,P00648,recovery_single
ATL,RJ,2,2,1,329,54,200,DCA,1,DCA_D2,2,84,0.0,3363.85,0.0,0.0,0.0,0.0,0.0,P00697,recovery_single
ATL,BOTH,2,2,1,329,54,200,DCA,1,DCA_D2,2,84,0.0,3363.85,0.0,0.0,0.0,0.0,0.0,P00698,recovery_single
ORD,NB,1,1,1,379,61,243,,0,,1,0,0.0,3365.9,0.0,0.0,0.0,0.0,0.0,P00269,recovery_single
ORD,BOTH,1,1,1,379,61,243,,0,,1,0,0.0,3365.9,0.0,0.0,0.0,0.0,0.0,P00270,recovery_single
ORD,NB,2,2,1,401,113,213,,0,,2,0,0.0,3370.2,0.0,0.0,0.0,0.0,0.0,P00773,recovery_single
ORD,BOTH,2,2,1,401,113,213,,0,,2,0,0.0,3370.2,0.0,0.0,0.0,0.0,0.0,P00774,recovery_single
JFK,NB,1,1,1,333,52,206,FLL,1,FLL_D1,1,66,0.0,3373.55,0.0,0.0,0.0,0.0,0.0,P00095,recovery_single
JFK,BOTH,1,1,1,333,52,206,FLL,1,FLL_D1,1,66,0.0,3373.55,0.0,0.0,0.0,0.0,0.0,P00096,recovery_single
ORD,NB,1,1,1,382,63,244,,0,,1,0,0.0,3378.45,0.0,0.0,0.0,0.0,0.0,P00245,recovery_single
ORD,BOTH,1,1,1,382,63,244,,0,,1,0,0.0,3378.45,0.0,0.0,0.0,0.0,0.0,P00246,recovery_single
ATL,RJ,1,1,1,383,65,243,,0,,1,0,0.0,3379.5,0.0,0.0,0.0,0.0,0.0,P00137,recovery_single
ATL,BOTH,1,1,1,383,65,243,,0,,1,0,0.0,3379.5,0.0,0.0,0.0,0.0,0.0,P00138,recovery_single
ORD,RJ,1,1,1,334,52,207,DCA,1,DCA_D1,1,70,0.0,3383.3,0.0,0.0,0.0,0.0,0.0,P00037,recovery_single
ORD,BOTH,1,1,1,334,52,207,DCA,1,DCA_D1,1,70,0.0,3383.3,0.0,0.0,0.0,0.0,0.0,P00038,recovery_single
JFK,NB,2,2,1,342,61,206,FLL,1,FLL_D2,2,47,0.0,3385.15,0.0,0.0,0.0,0.0,0.0,P00631,recovery_single
JFK,BOTH,2,2,1,342,61,206,FLL,1,FLL_D2,2,47,0.0,3385.15,0.0,0.0,0.0,0.0,0.0,P00632,recovery_single
ATL,NB,2,2,1,331,49,207,IAD,1,IAD_D2,2,84,0.0,3387.1,0.0,0.0,0.0,0.0,0.0,P00649,recovery_single
ATL,BOTH,2,2,1,331,49,207,IAD,1,IAD_D2,2,84,0.0,3387.1,0.0,0.0,0.0,0.0,0.0,P00650,recovery_single
ATL,NB,1,1,1,359,115,169,CLT,1,CLT_D1,1,79,0.0,3388.0,0.0,0.0,0.0,0.0,0.0,P00057,recovery_single
ATL,BOTH,1,1,1,359,115,169,CLT,1,CLT_D1,1,79,0.0,3388.0,0.0,0.0,0.0,0.0,0.0,P00058,recovery_single
ORD,NB,2,2,1,425,164,186,,0,,2,0,0.0,3388.35,0.0,0.0,0.0,0.0,0.0,P00685,recovery_single
ORD,BOTH,2,2,1,425,164,186,,0,,2,0,0.0,3388.35,0.0,0.0,0.0,0.0,0.0,P00686,recovery_single
ORD,RJ,2,2,1,393,85,233,,0,,2,0,0.0,3390.0,0.0,0.0,0.0,0.0,0.0,P00797,recovery_single
ORD,BOTH,2,2,1,393,85,233,,0,,2,0,0.0,3390.0,0.0,0.0,0.0,0.0,0.0,P00798,recovery_single
ORD,NB,1,1,1,407,119,213,,0,,1,0,0.0,3390.6,0.0,0.0,0.0,0.0,0.0,P00197,recovery_single
ORD,BOTH,1,1,1,407,119,213,,0,,1,0,0.0,3390.6,0.0,0.0,0.0,0.0,0.0,P00198,recovery_single
ORD,RJ,2,2,1,336,54,207,DCA,1,DCA_D2,2,83,0.0,3403.1,0.0,0.0,0.0,0.0,0.0,P00701,recovery_single
ORD,BOTH,2,2,1,336,54,207,DCA,1,DCA_D2,2,83,0.0,3403.1,0.0,0.0,0.0,0.0,0.0,P00702,recovery_single
ATL,NB,1,1,1,379,45,259,,0,,1,0,0.0,3403.5,0.0,0.0,0.0,0.0,0.0,P00473,recovery_single
ATL,BOTH,1,1,1,379,45,259,,0,,1,0,0.0,3403.5,0.0,0.0,0.0,0.0,0.0,P00474,recovery_single
JFK,NB,1,1,1,388,67,246,,0,,1,0,0.0,3403.55,0.0,0.0,0.0,0.0,0.0,P00255,recovery_single
JFK,BOTH,1,1,1,388,67,246,,0,,1,0,0.0,3403.55,0.0,0.0,0.0,0.0,0.0,P00256,recovery_single
JFK,RJ,1,1,1,337,45,217,DTW,1,DTW_D1,1,58,0.0,3405.0,0.0,0.0,0.0,0.0,0.0,P00055,recovery_single
JFK,BOTH,1,1,1,337,45,217,DTW,1,DTW_D1,1,58,0.0,3405.0,0.0,0.0,0.0,0.0,0.0,P00056,recovery_single
ORD,NB,1,1,1,354,77,202,FLL,1,FLL_D1,1,39,0.0,3408.55,0.0,0.0,0.0,0.0,0.0,P00013,recovery_single
ORD,BOTH,1,1,1,354,77,202,FLL,1,FLL_D1,1,39,0.0,3408.55,0.0,0.0,0.0,0.0,0.0,P00014,recovery_single
DFW,NB,1,1,1,435,178,182,,0,,0,0,0.0,3412.95,0.0,0.0,0.0,0.0,0.0,P00499,recovery_single
DFW,BOTH,1,1,1,435,178,182,,0,,0,0,0.0,3412.95,0.0,0.0,0.0,0.0,0.0,P00500,recovery_single
ATL,NB,1,1,1,381,45,261,,0,,1,0,0.0,3415.0,0.0,0.0,0.0,0.0,0.0,P00305,recovery_single
ATL,BOTH,1,1,1,381,45,261,,0,,1,0,0.0,3415.0,0.0,0.0,0.0,0.0,0.0,P00306,recovery_single
ATL,NB,1,1,1,393,74,244,,0,,1,0,0.0,3415.85,0.0,0.0,0.0,0.0,0.0,P00273,recovery_single
ATL,BOTH,1,1,1,393,74,244,,0,,1,0,0.0,3415.85,0.0,0.0,0.0,0.0,0.0,P00274,recovery_single
ORD,NB,1,1,1,346,67,204,PHL,1,PHL_D1,1,70,0.0,3417.05,0.0,0.0,0.0,0.0,0.0,P00445,recovery_single
ORD,BOTH,1,1,1,346,67,204,PHL,1,PHL_D1,1,70,0.0,3417.05,0.0,0.0,0.0,0.0,0.0,P00446,recovery_single
DFW,NB,1,1,1,388,59,254,,0,,1,0,0.0,3422.35,0.0,0.0,0.0,0.0,0.0,P00371,recovery_single
DFW,BOTH,1,1,1,388,59,254,,0,,1,0,0.0,3422.35,0.0,0.0,0.0,0.0,0.0,P00372,recovery_single
ORD,RJ,2,2,1,396,78,243,,0,,2,0,0.0,3423.7,0.0,0.0,0.0,0.0,0.0,P00589,recovery_single
ORD,BOTH,2,2,1,396,78,243,,0,,2,0,0.0,3423.7,0.0,0.0,0.0,0.0,0.0,P00590,recovery_single
ATL,NB,2,2,1,386,53,258,,0,,2,0,0.0,3424.95,0.0,0.0,0.0,0.0,0.0,P00657,recovery_single
ATL,BOTH,2,2,1,386,53,258,,0,,2,0,0.0,3424.95,0.0,0.0,0.0,0.0,0.0,P00658,recovery_single
JFK,NB,2,2,1,347,48,224,CLE,1,CLE_D2,2,28,0.0,3425.45,0.0,0.0,0.0,0.0,0.0,P00527,recovery_single
JFK,BOTH,2,2,1,347,48,224,CLE,1,CLE_D2,2,28,0.0,3425.45,0.0,0.0,0.0,0.0,0.0,P00528,recovery_single
DFW,NB,1,1,1,391,65,251,,0,,1,0,0.0,3425.5,0.0,0.0,0.0,0.0,0.0,P00147,recovery_single
DFW,BOTH,1,1,1,391,65,251,,0,,1,0,0.0,3425.5,0.0,0.0,0.0,0.0,0.0,P00148,recovery_single
ATL,NB,2,2,1,396,77,244,,0,,2,0,0.0,3426.05,0.0,0.0,0.0,0.0,0.0,P00713,recovery_single
ATL,BOTH,2,2,1,396,77,244,,0,,2,0,0.0,3426.05,0.0,0.0,0.0,0.0,0.0,P00714,recovery_single
JFK,RJ,1,1,1,341,45,221,MSP,1,MSP_D1,1,58,0.0,3428.0,0.0,0.0,0.0,0.0,0.0,P00399,recovery_single
JFK,BOTH,1,1,1,341,45,221,MSP,1,MSP_D1,1,58,0.0,3428.0,0.0,0.0,0.0,0.0,0.0,P00400,recovery_single
ATL,NB,2,2,1,407,100,232,,0,,2,0,0.0,3435.25,0.0,0.0,0.0,0.0,0.0,P00673,recovery_single
ATL,BOTH,2,2,1,407,100,232,,0,,2,0,0.0,3435.25,0.0,0.0,0.0,0.0,0.0,P00674,recovery_single
JFK,NB,1,1,1,357,83,199,CLT,1,CLT_D1,1,66,0.0,3438.7,0.0,0.0,0.0,0.0,0.0,P00007,recovery_single
JFK,BOTH,1,1,1,357,83,199,CLT,1,CLT_D1,1,66,0.0,3438.7,0.0,0.0,0.0,0.0,0.0,P00008,recovery_single
JFK,NB,2,2,1,354,58,221,MSP,1,MSP_D2,2,28,0.0,3442.2,0.0,0.0,0.0,0.0,0.0,P00711,recovery_single
JFK,BOTH,2,2,1,354,58,221,MSP,1,MSP_D2,2,28,0.0,3442.2,0.0,0.0,0.0,0.0,0.0,P00712,recovery_single
